INS_log_size,DEL_log_size
1.579783597,1.380211242
1.491361694,1.397940009
1.602059991,1.301029996
1.361727836,1.785329835
2.472756449,1.301029996
1.301029996,1.342422681
1.544068044,1.414973348
1.414973348,2.178976947
2.480006943,1.301029996
1.602059991,1.447158031
2.902546779,1.447158031
2.100370545,1.662757832
1.322219295,1.380211242
1.361727836,1.707570176
1.602059991,1.544068044
2.514547753,1.505149978
2.767897616,1.579783597
1.477121255,1.397940009
1.380211242,1.342422681
1.431363764,1.361727836
2.127104798,1.602059991
1.301029996,1.447158031
1.301029996,1.361727836
1.447158031,1.342422681
1.301029996,1.361727836
1.477121255,1.431363764
1.447158031,1.322219295
1.322219295,1.431363764
2.485721426,1.342422681
1.380211242,1.361727836
1.531478917,2.824776462
2.7355989,1.491361694
1.361727836,1.748188027
1.397940009,1.672097858
1.301029996,1.397940009
1.342422681,1.69019608
1.477121255,2.767155866
1.929418926,1.414973348
1.531478917,1.342422681
1.414973348,1.301029996
1.963787827,1.397940009
1.51851394,2.021189299
1.531478917,1.301029996
1.301029996,1.812913357
1.531478917,1.397940009
1.477121255,1.301029996
1.342422681,1.397940009
1.86923172,1.301029996
1.491361694,1.913813852
1.301029996,1.447158031
1.301029996,1.84509804
1.380211242,2.037426498
1.342422681,2.387389826
1.301029996,1.342422681
1.505149978,1.568201724
1.397940009,1.342422681
1.301029996,1.477121255
1.857332496,1.322219295
1.380211242,2.11058971
1.301029996,1.361727836
1.544068044,1.740362689
1.785329835,1.568201724
1.322219295,1.785329835
1.397940009,1.643452676
1.643452676,1.662757832
1.301029996,1.322219295
1.397940009,1.361727836
1.301029996,1.73239376
1.301029996,1.477121255
1.397940009,1.612783857
2.041392685,1.301029996
1.361727836,1.838849091
1.785329835,1.556302501
1.544068044,1.361727836
1.62324929,1.380211242
1.380211242,1.414973348
1.477121255,1.643452676
1.477121255,1.698970004
1.342422681,2.374748346
1.556302501,1.602059991
1.342422681,1.342422681
1.568201724,1.322219295
1.380211242,1.380211242
1.505149978,1.633468456
1.748188027,1.477121255
1.447158031,1.986771734
1.301029996,1.397940009
1.397940009,2.515873844
2.460897843,1.361727836
1.414973348,1.672097858
1.431363764,1.301029996
2.910090546,1.322219295
1.544068044,2.170261715
1.431363764,1.380211242
1.301029996,1.51851394
1.380211242,1.505149978
1.698970004,1.770852012
1.531478917,1.716003344
1.301029996,2.305351369
1.491361694,1.579783597
1.380211242,2.326335861
1.477121255,1.462397998
2.178976947,1.322219295
1.397940009,1.431363764
1.301029996,1.544068044
1.681241237,1.826074803
1.531478917,1.73239376
1.633468456,1.531478917
1.477121255,2.322219295
1.477121255,1.447158031
1.643452676,2.6599162
1.579783597,2.818885415
1.698970004,1.342422681
1.755874856,1.653212514
1.447158031,1.954242509
1.342422681,1.414973348
1.602059991,1.643452676
1.301029996,1.447158031
1.51851394,1.69019608
1.431363764,1.361727836
1.447158031,1.698970004
1.505149978,1.591064607
1.62324929,1.462397998
1.968482949,1.380211242
1.342422681,1.505149978
1.342422681,1.447158031
1.301029996,1.301029996
2.475671188,1.73239376
1.447158031,1.612783857
1.301029996,1.301029996
1.431363764,1.477121255
1.380211242,1.431363764
1.602059991,1.633468456
1.531478917,1.72427587
3.038222638,1.51851394
1.301029996,1.505149978
1.301029996,2.555094449
1.301029996,1.568201724
1.342422681,1.954242509
1.643452676,2.113943352
1.662757832,1.462397998
1.544068044,1.643452676
1.342422681,2.235528447
1.380211242,1.447158031
1.86923172,1.447158031
1.361727836,1.361727836
1.342422681,1.397940009
1.579783597,2.693726949
1.62324929,3.488409689
1.491361694,3.40363519
1.301029996,3.40363519
1.886490725,2.1430148
1.447158031,2.1430148
1.73239376,3.373095987
1.301029996,2.184691431
1.414973348,2.184691431
1.361727836,3.317854489
1.414973348,2.195899652
1.380211242,3.29666519
1.84509804,3.29666519
2.257678575,2.660865478
1.414973348,2.660865478
1.342422681,3.152288344
1.505149978,3.128722284
1.73239376,3.128722284
1.301029996,1.819543936
1.301029996,3.14082218
2.494154594,3.531223375
1.301029996,3.531223375
1.380211242,3.699837726
1.447158031,2.491361694
1.380211242,3.108903128
1.886490725,3.676236217
1.301029996,2.92788341
1.301029996,2.826074803
1.301029996,3.281487888
2.170261715,3.248953616
1.414973348,2.924279286
1.477121255,4.11082531
1.301029996,3.11058971
1.414973348,3.209783015
2.469822016,3.209783015
2.498310554,3.669316881
1.681241237,4.518882276
2.093421685,4.356274501
2.357934847,4.356274501
1.301029996,4.197280558
1.322219295,4.197280558
1.380211242,3.486146997
2.307496038,1.991226076
1.414973348,1.531478917
1.643452676,1.531478917
1.414973348,3.2509077
1.301029996,3.176958981
1.414973348,2.77524626
1.79239169,1.505149978
1.672097858,1.505149978
1.462397998,3.621799224
1.544068044,3.621799224
1.672097858,3.292256071
1.477121255,2.161368002
1.447158031,3.526985069
1.361727836,2.716003344
2.851258349,2.33243846
3.557747742,3.873146151
1.431363764,3.873146151
1.681241237,3.478710756
1.361727836,3.621280168
1.322219295,3.621280168
1.414973348,3.621591676
1.414973348,3.527372083
2.914871818,3.716420734
1.477121255,3.786893325
1.72427587,3.084576278
1.447158031,3.084576278
1.361727836,3.069668097
3.66754634,3.685741739
1.414973348,3.243038049
1.505149978,3.784474644
1.556302501,3.783188691
1.544068044,2.669316881
1.301029996,2.669316881
1.397940009,3.43964843
1.301029996,3.43964843
1.301029996,3.785899028
1.662757832,3.251151343
1.447158031,3.251151343
1.301029996,3.216429831
1.556302501,2.439332694
1.322219295,2.88422877
2.687528961,2.614897216
1.477121255,3.821775467
1.380211242,2.7355989
2.204119983,2.382017043
1.897627091,2.382017043
1.301029996,2.704150517
1.301029996,2.704150517
1.568201724,3.494711025
1.602059991,1.380211242
1.568201724,1.380211242
1.832508913,2.62838893
1.414973348,2.684845362
1.62324929,2.684845362
2.212187604,3.67596155
1.672097858,2.890421019
1.397940009,2.890421019
1.431363764,3.121559844
1.380211242,3.795393335
1.491361694,3.955302823
1.361727836,3.486430479
1.342422681,2.994756945
1.662757832,2.994756945
1.380211242,3.459392488
2.195899652,3.802636918
1.301029996,2.474216264
1.322219295,2.474216264
1.431363764,5.217376015
2.004321374,5.217376015
1.447158031,2.475671188
1.748188027,2.475671188
1.301029996,2.671172843
1.361727836,3.256477206
1.380211242,2.167317335
1.806179974,2.167317335
1.380211242,2.478566496
1.342422681,2.478566496
1.380211242,1.633468456
1.568201724,2.62838893
1.301029996,3.033825694
1.633468456,3.771293443
1.698970004,2.645422269
1.397940009,2.645422269
2.100370545,1.301029996
2.318063335,1.69019608
1.832508913,1.69019608
1.505149978,4.441034946
1.301029996,5.00887684
1.477121255,1.897627091
1.361727836,2.549003262
1.556302501,4.026369812
3.13481437,2.764922985
2.503790683,2.471291711
1.380211242,2.463892989
2.079181246,2.777426822
1.380211242,2.77524626
1.342422681,2.774516966
1.73239376,2.627365857
1.531478917,1.880813592
1.380211242,2.488550717
1.698970004,2.626340367
2.10720997,3.006893708
1.477121255,4.015736874
1.491361694,2.881384657
2.071882007,2.881384657
1.397940009,2.477121255
1.380211242,2.442479769
1.301029996,2.442479769
2.758911892,2.804139432
2.542825427,4.905671779
1.447158031,2.664641976
1.380211242,1.963787827
2.123851641,2.611723308
1.414973348,3.309843005
1.462397998,3.309843005
1.477121255,3.200029267
1.301029996,2.089905111
1.505149978,2.089905111
1.447158031,4.79259478
2.688419822,4.79259478
1.579783597,2.440909082
1.380211242,2.942008053
1.397940009,5.225572881
1.857332496,3.409425869
1.579783597,3.205475037
1.531478917,1.653212514
1.301029996,1.924279286
1.414973348,2.230448921
1.301029996,2.096910013
1.86332286,2.096910013
1.431363764,2.492760389
2.328379603,2.492760389
1.380211242,2.445604203
1.342422681,2.447158031
1.51851394,2.447158031
1.342422681,2.889861721
1.505149978,2.813580989
1.505149978,2.813580989
1.447158031,2.650307523
1.322219295,2.650307523
1.380211242,2.802089258
1.322219295,2.802089258
2.093421685,3.294906911
1.447158031,3.294906911
1.579783597,2.411619706
1.491361694,2.411619706
1.380211242,2.411619706
1.431363764,2.494154594
1.681241237,2.494154594
1.414973348,2.682145076
2.45484486,4.186249821
1.62324929,4.186249821
1.579783597,1.477121255
2.981365509,1.477121255
1.462397998,2.752816431
1.62324929,2.752816431
1.322219295,3.087426457
1.322219295,3.087426457
1.397940009,3.510276844
1.698970004,3.510276844
1.322219295,3.609594409
1.380211242,3.065579715
1.301029996,3.065579715
1.397940009,3.541079768
1.397940009,3.541079768
1.602059991,2.123851641
1.301029996,2.480006943
1.62324929,2.480006943
1.397940009,2.491361694
1.361727836,2.523746467
1.579783597,2.484299839
2.5774918,2.481442629
1.748188027,2.477121255
1.342422681,1.755874856
1.301029996,1.755874856
1.301029996,2.444044796
1.447158031,2.484299839
1.602059991,1.707570176
1.322219295,3.397766256
1.544068044,2.503790683
1.949390007,1.982271233
1.414973348,2.812913357
1.716003344,3.27600199
1.414973348,2.481442629
2.178976947,2.456366033
1.447158031,2.456366033
1.51851394,2.495544338
1.556302501,2.495544338
1.301029996,2.45331834
1.342422681,3.754730469
1.431363764,3.754730469
1.462397998,2.494154594
1.342422681,1.431363764
1.579783597,2.450249108
1.716003344,3.411451342
1.462397998,2.181843588
1.322219295,2.498310554
1.51851394,2.498310554
3.095518042,2.663700925
1.301029996,2.495544338
1.62324929,2.359835482
2.474216264,2.488550717
1.322219295,2.004321374
1.819543936,2.390935107
1.342422681,3.080987047
1.414973348,2.542825427
1.414973348,1.380211242
1.414973348,2.729974286
1.301029996,2.506505032
1.579783597,2.505149978
1.62324929,2.46686762
1.505149978,2.509202522
2.385606274,3.583991799
1.380211242,2.664641976
1.857332496,2.499687083
1.301029996,2.451786436
1.397940009,3.133219457
1.477121255,3.133219457
1.397940009,2.463892989
1.579783597,2.495544338
1.301029996,2.511883361
1.301029996,3.011570444
1.361727836,3.011570444
1.301029996,1.977723605
1.414973348,2.823474229
1.380211242,2.489958479
1.447158031,2.675778342
1.69019608,2.50242712
1.505149978,2.501059262
1.380211242,2.501059262
2.167317335,2.465382851
2.919078092,2.465382851
1.301029996,2.496929648
1.342422681,2.471291711
1.62324929,2.507855872
1.568201724,2.017033339
1.414973348,2.440909082
1.342422681,1.903089987
1.477121255,1.903089987
1.431363764,2.505149978
1.380211242,2.336459734
1.477121255,2.514547753
1.505149978,2.294466226
1.342422681,2.462397998
1.414973348,2.462397998
1.342422681,2.457881897
2.64246452,2.45484486
1.602059991,2.463892989
1.301029996,2.469822016
2.348304863,2.46834733
1.462397998,3.489536629
1.431363764,3.489536629
1.69019608,1.72427587
1.477121255,1.72427587
1.322219295,2.656098202
1.505149978,2.656098202
1.633468456,3.104487111
1.414973348,2.487138375
1.414973348,2.487138375
1.342422681,2.784617293
1.322219295,2.784617293
1.322219295,2.5132176
1.322219295,2.463892989
1.301029996,2.344392274
1.322219295,2.431363764
1.322219295,2.711807229
1.591064607,1.301029996
1.591064607,2.374748346
1.491361694,2.488550717
1.707570176,2.50242712
1.72427587,2.911690159
1.380211242,2.911690159
2.053078443,2.460897843
2.017033339,2.460897843
1.342422681,2.460897843
1.342422681,2.498310554
1.531478917,2.477121255
1.322219295,2.498310554
1.544068044,2.477121255
1.301029996,1.62324929
1.380211242,2.451786436
1.633468456,2.51054501
1.556302501,2.227886705
1.602059991,2.509202522
1.51851394,2.847572659
1.301029996,2.781755375
1.62324929,2.426511261
1.491361694,2.426511261
1.477121255,2.465382851
1.322219295,2.459392488
2.071882007,2.45331834
2.146128036,2.550228353
1.531478917,2.550228353
1.544068044,2.328379603
1.380211242,1.875061263
1.556302501,2.868644438
1.380211242,2.396199347
2.152288344,2.396199347
1.491361694,2.509202522
1.477121255,2.522444234
1.477121255,2.494154594
1.322219295,2.611723308
1.301029996,2.489958479
1.69019608,2.499687083
1.380211242,2.800717078
1.531478917,2.961421094
1.755874856,2.511883361
1.531478917,3.734159513
2.975431809,2.51054501
1.380211242,2.625312451
1.301029996,3.06595298
1.602059991,2.503790683
1.380211242,2.503790683
1.447158031,2.494154594
2.041392685,2.494154594
1.770852012,2.506505032
1.322219295,3.700270937
1.342422681,2.57054294
1.380211242,2.825426118
1.397940009,2.825426118
2.033423755,3.674952948
1.531478917,3.674952948
1.505149978,2.478566496
1.643452676,2.745074792
3.010723865,2.505149978
1.397940009,2.505149978
1.361727836,2.505149978
1.748188027,2.478566496
1.301029996,2.478566496
1.342422681,2.46686762
1.361727836,2.474216264
2,2.46686762
1.361727836,2.474216264
1.397940009,2.465382851
1.397940009,2.385606274
1.612783857,2.514547753
1.301029996,2.583198774
1.301029996,2.583198774
1.342422681,2.26245109
1.447158031,2.431363764
1.397940009,2.522444234
1.602059991,2.522444234
1.301029996,2.619093331
1.505149978,2.484299839
1.477121255,2.671172843
1.579783597,2.671172843
1.73239376,2.494154594
1.301029996,2.471291711
1.301029996,2.478566496
1.431363764,2.477121255
1.322219295,2.474216264
1.579783597,2.942008053
2.469822016,2.489958479
1.591064607,2.785329835
1.748188027,3.658774321
1.380211242,3.658774321
1.544068044,2.499687083
1.568201724,1.544068044
1.322219295,1.544068044
2.36361198,2.496929648
1.380211242,2.496929648
1.301029996,2.496929648
1.556302501,2.737987326
1.342422681,2.506505032
2.31386722,2.472756449
1.342422681,2.946943271
1.322219295,2.004321374
1.361727836,2.136720567
2.29666519,2.136720567
1.361727836,2.436162647
1.51851394,2.496929648
1.301029996,2.442479769
1.556302501,2.431363764
1.301029996,2.431363764
2.283301229,2.530199698
1.447158031,2.51851394
1.301029996,2.51851394
2.484299839,2.525044807
1.342422681,2.501059262
1.544068044,2.501059262
1.447158031,2.501059262
1.301029996,2.531478917
1.414973348,2.701567985
1.301029996,2.547774705
1.361727836,2.51851394
2.864511081,2.514547753
1.397940009,2.501059262
2.227886705,2.511883361
1.414973348,2.511883361
1.568201724,2.521138084
2.045322979,2.833147112
1.414973348,2.682145076
1.653212514,2.484299839
1.447158031,2.484299839
1.447158031,2.7084209
1.361727836,2.1430148
1.322219295,2.656098202
1.62324929,2.656098202
2.544068044,1.857332496
1.591064607,1.857332496
1.698970004,2.619093331
1.322219295,2.515873844
1.301029996,2.492760389
1.380211242,2.51054501
1.447158031,2.496929648
1.477121255,2.506505032
1.342422681,2.506505032
1.431363764,2.474216264
1.505149978,2.515873844
1.361727836,2.515873844
1.361727836,2.655138435
1.531478917,2.482873584
2.079181246,2.522444234
1.447158031,2.501059262
1.653212514,3.520483533
1.342422681,3.520483533
1.322219295,3.362482475
1.397940009,2.004321374
1.342422681,2.523746467
1.919078092,2.523746467
1.716003344,2.482873584
1.447158031,2.491361694
2.463892989,2.491361694
1.342422681,2.491361694
1.414973348,2.511883361
1.591064607,2.113943352
1.380211242,2.45484486
1.591064607,2.271841607
2.489958479,2.46686762
1.491361694,2.46686762
1.447158031,2.469822016
1.342422681,2.793790385
2.465382851,2.50242712
1.414973348,2.521138084
1.672097858,2.575187845
1.913813852,2.596597096
1.301029996,2.596597096
1.698970004,2.506505032
1.806179974,2.462397998
3.096214585,2.495544338
1.477121255,1.897627091
1.380211242,2.525044807
1.301029996,2.505149978
1.491361694,2.492760389
1.505149978,2.484299839
1.301029996,2.212187604
1.505149978,2.491361694
1.414973348,1.342422681
1.431363764,1.342422681
2.334453751,2.609594409
1.477121255,2.532754379
1.322219295,2.5132176
1.301029996,2.5132176
1.301029996,2.521138084
1.633468456,2.418301291
1.77815125,1.919078092
1.322219295,1.919078092
1.477121255,2.517195898
1.72427587,2.534026106
1.447158031,2.534026106
1.477121255,2.515873844
1.62324929,2.515873844
2.46686762,2.515873844
1.643452676,2.515873844
1.875061263,2.5132176
1.380211242,2.506505032
1.322219295,2.506505032
1.505149978,2.495544338
1.447158031,2.484299839
1.301029996,2.511883361
1.431363764,2.50242712
1.361727836,2.778874472
1.431363764,2.509202522
1.819543936,2.517195898
1.591064607,2.037426498
1.51851394,2.469822016
1.591064607,2.469822016
1.397940009,2.260071388
1.301029996,2.523746467
1.380211242,1.755874856
1.380211242,2.522444234
1.380211242,2.495544338
1.556302501,2.511883361
1.322219295,2.509202522
1.380211242,2.509202522
1.612783857,2.509202522
2.44870632,2.419955748
1.322219295,3.065579715
1.342422681,2.651278014
1.342422681,2.227886705
1.322219295,1.716003344
1.301029996,2.276461804
1.361727836,2.519827994
1.342422681,2.503790683
1.414973348,2.503790683
1.755874856,2.130333769
1.579783597,2.459392488
1.301029996,2.480006943
1.477121255,2.480006943
1.86332286,2.517195898
1.959041392,2.079181246
1.431363764,2.100370545
1.301029996,2.506505032
1.851258349,2.252853031
1.397940009,2.545307116
1.447158031,2.521138084
1.301029996,2.527629901
1.51851394,2.064457989
1.301029996,2.064457989
1.633468456,2.547774705
1.301029996,2.334453751
1.491361694,2.334453751
1.447158031,2.582063363
1.612783857,2.582063363
1.431363764,3.516667559
1.477121255,3.516667559
1.414973348,2.51054501
1.62324929,2.496929648
2.214843848,3.295127085
1.579783597,1.897627091
1.361727836,2.697229343
1.462397998,2.426511261
2.086359831,2.517195898
1.462397998,2.517195898
1.477121255,2.51054501
1.361727836,2.50242712
1.301029996,2.079181246
1.322219295,1.361727836
1.477121255,1.77815125
1.477121255,2.517195898
1.397940009,2.113943352
1.414973348,1.913813852
1.397940009,2.495544338
1.301029996,1.826074803
1.380211242,1.826074803
1.380211242,3.221414238
1.579783597,1.612783857
1.342422681,1.612783857
1.662757832,2.511883361
1.301029996,3.126780577
1.342422681,3.126780577
3.332236415,2.526339277
1.414973348,1.342422681
1.477121255,3.031004281
1.491361694,2.626340367
2.257678575,2.789580712
1.380211242,2.530199698
1.431363764,2.511883361
1.301029996,2.530199698
1.301029996,2.365487985
1.380211242,2.967079734
1.361727836,2.496929648
1.944482672,1.886490725
1.342422681,1.505149978
1.397940009,1.322219295
1.707570176,1.322219295
3.23325001,2.51054501
1.301029996,2.830588669
1.591064607,2.830588669
1.322219295,2.033423755
1.322219295,2.328379603
1.301029996,1.880813592
1.380211242,2.394451681
1.342422681,2.411619706
1.505149978,2.536558443
1.322219295,2.029383778
1.505149978,2.547774705
1.447158031,1.748188027
1.880813592,1.748188027
1.342422681,3.39252109
1.431363764,3.39252109
2.225309282,2.507855872
1.301029996,2.582063363
1.880813592,1.72427587
1.301029996,1.748188027
1.322219295,1.748188027
1.462397998,1.301029996
1.301029996,1.301029996
2.428134794,1.322219295
1.716003344,1.949390007
2.431363764,2.350248018
1.447158031,2.350248018
2.346352974,1.602059991
2.346352974,1.963787827
1.51851394,1.963787827
1.301029996,2.519827994
1.380211242,2.591064607
1.602059991,1.86923172
1.322219295,1.380211242
1.342422681,1.397940009
1.342422681,1.397940009
1.431363764,2.021189299
1.544068044,1.934498451
1.301029996,2.472756449
1.301029996,2.530199698
1.785329835,1.69019608
1.342422681,1.69019608
1.301029996,2.123851641
1.342422681,2.123851641
1.397940009,2.505149978
1.301029996,2.694605199
1.72427587,1.903089987
1.301029996,2.514547753
1.322219295,1.740362689
1.301029996,1.740362689
3.601190533,1.740362689
1.681241237,2.537819095
1.342422681,2.537819095
1.568201724,1.698970004
2.460897843,1.698970004
1.301029996,1.698970004
2.170261715,1.69019608
1.447158031,1.880813592
1.77815125,1.929418926
1.662757832,2.541579244
1.544068044,2.523746467
1.447158031,2.523746467
1.301029996,2.049218023
1.361727836,1.924279286
1.361727836,2.604226053
2.683047038,3.410102077
1.380211242,3.410102077
1.342422681,1.755874856
1.342422681,1.755874856
1.643452676,2.075546961
1.301029996,2.309630167
1.397940009,1.72427587
1.361727836,1.72427587
1.477121255,1.342422681
1.431363764,2.089905111
1.301029996,1.73239376
1.414973348,1.73239376
1.301029996,1.301029996
1.301029996,1.397940009
2.46686762,1.397940009
1.447158031,1.851258349
1.602059991,1.851258349
1.380211242,1.301029996
1.301029996,2.495544338
1.612783857,2.495544338
3.231214648,2.184691431
1.462397998,2.340444115
1.826074803,2.340444115
1.51851394,2.305351369
1.301029996,2.198657087
1.982271233,1.431363764
1.544068044,1.672097858
1.301029996,1.431363764
1.322219295,2.568201724
1.397940009,2.568201724
1.579783597,1.934498451
1.477121255,2.350248018
1.380211242,2.283301229
1.342422681,2.283301229
1.447158031,1.531478917
1.414973348,1.477121255
2.941014244,1.414973348
1.707570176,2.812913357
1.301029996,1.342422681
1.342422681,1.959041392
1.954242509,1.342422681
1.301029996,1.959041392
1.380211242,1.342422681
1.361727836,2.127104798
1.342422681,2.23299611
1.491361694,2.190331698
1.322219295,2.245512668
1.414973348,2.45331834
2.127104798,2.222716471
1.361727836,1.505149978
1.491361694,1.462397998
1.301029996,1.380211242
1.301029996,1.414973348
1.579783597,1.301029996
1.301029996,1.301029996
1.447158031,1.301029996
1.447158031,1.301029996
1.322219295,1.301029996
1.397940009,2.139879086
1.698970004,2.139879086
1.342422681,1.568201724
1.414973348,2.146128036
1.505149978,2.146128036
1.342422681,3.461948495
1.556302501,3.461948495
1.447158031,3.387033701
1.361727836,2.294466226
1.301029996,2.28780173
1.681241237,2.025305865
2.155336037,1.462397998
1.301029996,2.322219295
1.414973348,2.079181246
1.361727836,2.079181246
2.190331698,1.968482949
2.509202522,3.385963571
1.380211242,1.919078092
1.681241237,1.919078092
1.477121255,1.447158031
3.100715087,3.361160995
1.301029996,1.568201724
1.531478917,1.602059991
1.462397998,2.029383778
1.380211242,2.521138084
2.499687083,2.173186268
1.672097858,2.089905111
1.342422681,1.944482672
1.531478917,2.068185862
2.50242712,2.068185862
1.414973348,1.477121255
1.301029996,2.136720567
1.838849091,1.698970004
1.72427587,2.51851394
1.380211242,1.785329835
1.431363764,1.785329835
1.322219295,1.763427994
1.301029996,1.763427994
1.361727836,1.531478917
1.505149978,1.531478917
1.707570176,2.117271296
1.556302501,1.361727836
1.698970004,1.963787827
1.875061263,1.963787827
1.556302501,3.445915414
1.414973348,2.549003262
1.301029996,1.643452676
1.342422681,2.198657087
1.301029996,3.384353414
1.322219295,1.602059991
1.322219295,1.602059991
1.770852012,2.120573931
1.380211242,2.120573931
1.361727836,1.579783597
1.397940009,1.763427994
1.477121255,1.414973348
1.602059991,1.72427587
2.534026106,1.73239376
1.301029996,1.73239376
1.380211242,1.414973348
1.380211242,1.73239376
1.477121255,2.31386722
1.301029996,1.681241237
1.301029996,3.443106457
1.86923172,3.443106457
1.301029996,2.894316063
1.380211242,1.944482672
1.431363764,3.491641793
1.431363764,3.491641793
1.477121255,1.707570176
1.544068044,1.707570176
1.301029996,2.136720567
1.301029996,1.986771734
1.414973348,1.934498451
2.857332496,1.934498451
1.361727836,3.33725954
1.361727836,1.568201724
1.748188027,2.328379603
1.77815125,2.328379603
1.462397998,1.716003344
1.633468456,2.264817823
2.463892989,2.264817823
1.414973348,2.096910013
1.380211242,2.096910013
1.397940009,1.954242509
1.431363764,1.380211242
1.380211242,1.86923172
1.414973348,1.86923172
1.414973348,1.591064607
2.672097858,1.397940009
1.913813852,2.11058971
1.380211242,2.255272505
1.414973348,2.661812686
1.380211242,1.491361694
1.462397998,1.462397998
1.342422681,1.672097858
1.819543936,1.62324929
1.342422681,1.477121255
1.959041392,1.477121255
1.380211242,1.72427587
1.477121255,2.783903579
2.11058971,1.826074803
1.380211242,1.826074803
1.301029996,1.342422681
1.447158031,1.672097858
1.380211242,1.672097858
1.568201724,1.612783857
2.198657087,2.766412847
1.431363764,1.380211242
1.908485019,2.10720997
1.361727836,1.62324929
1.602059991,1.939519253
3.016615548,1.556302501
1.397940009,1.913813852
1.361727836,1.447158031
1.477121255,1.447158031
2.459392488,1.505149978
1.591064607,2.28780173
1.380211242,2.50242712
1.812913357,3.411282913
1.301029996,1.556302501
1.69019608,2.29666519
1.447158031,1.748188027
1.963787827,1.79239169
1.897627091,1.79239169
1.322219295,1.51851394
2.220108088,1.819543936
1.556302501,1.886490725
1.602059991,1.301029996
1.301029996,1.431363764
2.871572936,1.447158031
1.653212514,1.447158031
1.579783597,1.477121255
1.491361694,1.505149978
1.602059991,2.093421685
1.361727836,1.491361694
2.472756449,2.629409599
1.301029996,1.806179974
1.544068044,1.806179974
1.414973348,3.296445794
2.480006943,3.296445794
1.602059991,1.892094603
2.902546779,2.382017043
2.100370545,2.382017043
1.322219295,1.968482949
1.361727836,1.505149978
1.602059991,1.806179974
2.514547753,3.432006687
2.767897616,2.045322979
1.477121255,2.012837225
1.380211242,2
1.431363764,1.591064607
2.127104798,1.886490725
1.301029996,1.886490725
1.301029996,1.591064607
1.447158031,1.556302501
1.301029996,1.556302501
1.477121255,1.857332496
1.447158031,1.51851394
1.322219295,1.51851394
2.485721426,1.462397998
1.380211242,1.414973348
1.531478917,1.397940009
2.7355989,1.397940009
1.361727836,1.977723605
1.397940009,1.977723605
1.301029996,3.154728207
1.342422681,2.08278537
1.477121255,1.579783597
1.929418926,1.579783597
1.531478917,1.568201724
1.414973348,2.089905111
1.963787827,1.505149978
1.51851394,1.397940009
1.531478917,1.361727836
1.301029996,1.361727836
1.531478917,1.361727836
1.477121255,1.361727836
1.342422681,1.662757832
1.86923172,1.322219295
1.491361694,1.491361694
1.301029996,2.004321374
1.301029996,1.602059991
1.380211242,2.587710965
1.342422681,2.614897216
1.301029996,1.653212514
1.505149978,1.653212514
1.397940009,1.62324929
1.301029996,1.633468456
1.857332496,1.633468456
1.380211242,1.633468456
1.301029996,1.397940009
1.544068044,1.602059991
1.785329835,1.602059991
1.322219295,1.819543936
1.397940009,1.819543936
1.643452676,2.187520721
1.301029996,1.531478917
1.397940009,1.322219295
1.301029996,1.579783597
1.301029996,2.193124598
1.397940009,2.416640507
2.041392685,2.51054501
1.361727836,2.51054501
1.785329835,1.785329835
1.544068044,2.11058971
1.62324929,1.544068044
1.380211242,1.361727836
1.477121255,1.838849091
1.477121255,1.838849091
1.342422681,2.575187845
1.556302501,1.342422681
1.342422681,1.812913357
1.568201724,1.556302501
1.380211242,1.662757832
1.505149978,1.819543936
1.748188027,1.380211242
1.447158031,1.380211242
1.301029996,1.380211242
1.397940009,2.367355921
2.460897843,2
1.414973348,1.505149978
1.431363764,1.770852012
2.910090546,1.903089987
1.544068044,2.740362689
1.431363764,2.740362689
1.301029996,1.681241237
1.380211242,1.477121255
1.698970004,1.397940009
1.531478917,1.397940009
1.301029996,1.397940009
1.491361694,1.531478917
1.380211242,1.531478917
1.477121255,2.240549248
2.178976947,1.491361694
1.397940009,1.380211242
1.301029996,1.491361694
1.681241237,1.380211242
1.531478917,1.380211242
1.633468456,2.743509765
1.477121255,2.193124598
1.477121255,2.193124598
1.643452676,2.505149978
1.579783597,1.556302501
1.698970004,1.477121255
1.755874856,2.51851394
1.447158031,1.633468456
1.342422681,1.447158031
1.602059991,2.292256071
1.301029996,2.041392685
1.51851394,2.167317335
1.431363764,1.763427994
1.447158031,1.322219295
1.505149978,1.342422681
1.62324929,2.710117365
1.968482949,2.710117365
1.342422681,1.491361694
1.342422681,1.491361694
1.301029996,1.447158031
2.475671188,1.62324929
1.447158031,1.397940009
1.301029996,1.414973348
1.431363764,1.414973348
1.380211242,1.544068044
1.602059991,1.544068044
1.531478917,1.342422681
3.038222638,1.591064607
1.301029996,1.462397998
1.301029996,1.698970004
1.301029996,1.69019608
1.342422681,1.414973348
1.643452676,1.414973348
1.662757832,1.414973348
1.544068044,1.431363764
1.342422681,1.84509804
1.380211242,1.84509804
1.86923172,2.51851394
1.361727836,1.977723605
1.342422681,1.919078092
1.579783597,1.84509804
1.62324929,1.84509804
1.491361694,1.681241237
1.301029996,1.322219295
1.886490725,2.10720997
1.447158031,1.908485019
1.73239376,1.380211242
1.301029996,1.755874856
1.414973348,2.152288344
1.361727836,1.556302501
1.414973348,1.462397998
1.380211242,1.462397998
1.84509804,1.954242509
2.257678575,1.414973348
1.414973348,2.301029996
1.342422681,2.301029996
1.505149978,1.477121255
1.73239376,1.662757832
1.301029996,1.73239376
1.301029996,1.380211242
