x,y,size_bin,300x_bin,TR_cnt_bin,clusterLabel,PC-1,Size
4.677270866815125,-8.189115194157129,100-299,0-50,0-1,31,7,110
-6.079451396853091,-9.635108939115057,20-49,50-100,,6,58,23
-10.164588397318148,-2.3252043027320175,20-49,50-100,0-1,-1,88,32
1.9538046404072094,9.712668094836623,50-99,0-50,0-1,10,3,74
3.140584808081237,9.710456194961639,20-49,0-50,0-1,10,1,44
2.5563660312155916,9.43280711033486,100-299,0-50,0-1,10,1,182
-13.775595042032279,-5.830160567815795,50-99,50-100,0-1,4,64,54
-13.459790284092666,4.147934678706296,20-49,250-500,0-1,8,303,46
5.515746943472418,-14.537254215880886,20-49,100-250,,2,132,26
5.509243118113517,4.184691867407028,300-399,500-1000,0-1,7,613,326
14.248263657220459,1.9595104669611987,20-49,100-250,,12,129,25
-7.673899217641959,-3.1398955042165717,20-49,0-50,0-1,18,20,26
-12.829522933334795,-8.387948999828355,20-49,100-250,0-1,4,154,36
-2.0113500740162915,8.334261709633598,20-49,0-50,0-1,19,6,28
6.183437672185885,-14.786472690838284,50-99,100-250,0-1,2,109,56
-13.880345141135253,-7.183009245126355,50-99,100-250,0-1,4,134,92
3.026489700866538,11.455969370498893,20-49,0-50,,10,2,21
4.526408392714109,9.170949430683002,20-49,0-50,0-1,43,2,34
14.34868370315863,1.8806614612557266,20-49,100-250,,12,140,34
-5.726805620761849,4.102172894109925,50-99,100-250,0-1,30,129,73
2.9494972977731093,11.603637856025042,100-299,0-50,0-1,10,1,167
13.332444286215617,-0.435276134522907,100-299,100-250,0-1,12,167,138
13.59431790466293,0.3634761537792731,20-49,100-250,0-1,12,121,25
6.76708180850395,-14.571732420302995,50-99,100-250,,2,114,53
3.8169645440682687,-8.844640348888406,50-99,0-50,0-1,31,19,59
8.108031184672901,3.704896841811501,300-399,500-1000,1-2,7,564,344
-15.029746904312386,-5.797278443221687,20-49,50-100,0-1,-1,55,50
-0.980233847874049,1.0464307172790157,20-49,100-250,0-1,47,152,24
-6.965873866159752,9.191420318461114,20-49,100-250,,14,115,36
3.5743713213507227,-0.3365849770755477,50-99,100-250,,23,148,64
-8.133188615766274,-5.499355881730801,,50-100,0-1,34,90,20
-3.8585881448401778,14.970184018719383,20-49,,0-1,0,0,32
2.8659475710358695,-5.249792638445615,20-49,100-250,0-1,54,250,23
-7.297095460988947,-10.780251710072648,20-49,100-250,0-1,6,125,23
12.764648448575329,0.1795515939067987,20-49,50-100,0-1,12,74,38
-0.6734502641052891,-10.112048286966543,20-49,50-100,,-1,64,40
11.240636267656583,3.493735108761762,1000-5999,100-250,5-10,36,202,3531
-5.674788290440687,-10.918128361248932,20-49,0-50,0-1,55,42,22
5.898205049987627,-8.202904520981676,,0-50,0-1,-1,38,20
-3.3377470130103726,15.540149672997229,20-49,,0-1,0,0,24
-2.5728833340440387,14.376170975989325,20-49,,0-1,0,0,35
8.992715044553051,-4.574169936855101,100-299,100-250,1-2,16,214,290
5.2239112708116755,-10.73731060826871,20-49,100-250,0-1,2,130,23
-7.484228386999261,-10.61661758120113,20-49,50-100,0-1,6,84,31
2.9014148062150964,-12.365831126860908,300-399,100-250,1-2,-1,120,332
-2.1984391332907127,7.645946147370122,20-49,0-50,0-1,19,16,42
6.2466346422906875,-12.32574403074707,50-99,50-100,0-1,2,71,66
1.812081266259691,10.375575881224922,50-99,0-50,0-1,10,1,61
-11.488830248764767,-4.155736629471828,50-99,50-100,0-1,4,78,54
-4.811930960161784,-5.350265797409908,20-49,100-250,,-1,119,25
-4.729867983482738,-5.329081720520892,20-49,100-250,0-1,-1,132,24
7.303493604851023,2.802614925424283,500-999,500-1000,0-1,7,553,766
-0.7279703885905705,9.061443303158347,20-49,0-50,,10,10,32
11.075994214498019,-1.5502140293502524,100-299,50-100,0-1,-1,92,106
1.9850018874992281,9.07922825190905,50-99,0-50,,10,1,65
-8.179961593378883,-2.6688548925498536,20-49,0-50,0-1,18,37,46
0.34709271405008746,15.40485362047933,1000-5999,,0-1,28,0,1116
-7.3929915702021,8.253055643943004,20-49,100-250,0-1,14,196,24
-7.886522258205269,-5.474874313467713,20-49,100-250,0-1,34,153,28
5.841350257616785,4.966582608524491,1000-5999,250-500,0-1,7,384,1099
13.244665339132386,2.286247470170456,20-49,100-250,,-1,102,42
-9.933923631259638,5.135863451000286,100-299,,0-1,29,0,107
4.237442912205019,13.994348660342563,1000-5999,100-250,1-2,17,179,3584
0.4747276569973311,4.8754274119046865,50-99,0-50,0-1,-1,3,54
-2.9470291465810097,0.8323575054480887,50-99,0-50,0-1,-1,4,66
-5.851215480235794,-5.996369745786698,,50-100,0-1,3,98,20
-1.9409523279423475,0.05943732844410577,20-49,0-50,0-1,-1,37,21
11.31298957217706,-5.033906827419163,300-399,100-250,0-1,56,209,315
11.315227517994952,-5.081968065949237,20-49,50-100,0-1,56,68,24
11.4561524259759,-5.417400207908635,,100-250,0-1,56,143,20
12.561723968201246,-4.166813762678293,,0-50,,56,6,20
11.18029134852089,-4.736773634665227,20-49,100-250,0-1,56,104,27
7.260310615015712,10.088616594449944,50-99,,1-2,57,0,91
6.869389250146125,9.538797674843995,100-299,0-50,,57,1,103
6.898770631364568,9.594886634146928,20-49,0-50,0-1,57,1,21
6.783034907590147,9.439800259276403,20-49,0-50,0-1,57,1,21
11.062207414572251,-5.003450258861956,300-399,100-250,1-2,56,187,331
7.130828519956341,9.94157177049095,20-49,,0-1,57,0,26
11.816167147961906,-4.7555102945203735,100-299,100-250,,56,118,109
-2.7701165176636087,-12.705349503791654,20-49,0-50,,-1,47,35
11.240730759418572,3.4958872470962983,1000-5999,100-250,5-10,36,245,2904
-1.3710854070350913,9.304371894156501,500-999,0-50,4-5,-1,44,587
-2.9307681001288453,16.01222674869435,,,,0,0,20
4.1799934740731715,-13.548013062657175,100-299,50-100,,2,82,110
-3.4880173760126683,7.180009130074616,50-99,0-50,0-1,19,49,71
-3.567108041094194,7.140194078585831,50-99,0-50,0-1,19,49,71
-5.916977928812758,4.341300113154645,20-49,100-250,0-1,30,175,45
-6.015581297965162,2.603817345457769,100-299,0-50,2-3,-1,3,199
5.190440107888182,-9.369424057906484,20-49,0-50,0-1,31,49,44
-9.865715048186471,-10.66768577437226,20-49,100-250,,6,138,24
0.8011393722370731,11.146657870584704,300-399,0-50,,45,1,312
-6.406512952480403,8.302299511654274,,100-250,0-1,14,121,15
1.7983828165245028,-4.352794884704761,100-299,100-250,0-1,24,105,112
-11.795518197728127,-5.762118268482547,20-49,100-250,0-1,4,143,26
-0.915165251323935,-11.281459999132535,20-49,50-100,0-1,58,81,33
-0.5916696603661573,1.8530713956800775,20-49,100-250,0-1,47,196,32
1.4774042754609815,2.3426143168780436,100-299,250-500,,21,265,121
2.8181736326291116,-10.409108548734132,20-49,100-250,0-1,48,136,30
8.658439041655079,-13.320512134826599,20-49,100-250,,-1,153,25
1.747856523991923,-6.530694791885693,20-49,100-250,0-1,24,227,28
2.7098857614767233,-6.779361603819203,20-49,100-250,0-1,52,160,24
-12.440671652518814,-6.346004295291027,20-49,100-250,0-1,4,154,22
1.9549888222110614,-9.178702109976,20-49,100-250,0-1,-1,105,26
1.516812049326313,1.4676339492902941,20-49,100-250,0-1,11,186,26
-1.9508748222494998,13.846932500097786,50-99,,2-3,0,0,95
-9.255354607311551,-5.5190728802932085,,50-100,0-1,34,60,20
-1.3779589381817001,1.6152837959571307,,100-250,0-1,47,183,20
-13.369103244943803,4.211896885329235,50-99,100-250,0-1,8,239,75
-2.565877217091827,7.711877933546439,20-49,0-50,,19,39,41
6.673316939655918,3.140787558311854,100-299,250-500,0-1,7,455,291
2.6937160370150903,9.828834374722868,20-49,0-50,0-1,10,2,24
-12.279267725255178,-0.29036669747659477,500-999,250-500,3-4,25,316,875
5.470195645707918,1.6270496729145996,100-299,250-500,0-1,7,274,275
4.705535330138831,6.302322368154709,20-49,0-50,0-1,-1,1,38
3.027420288605411,11.540060342289548,20-49,0-50,,10,1,24
-12.316817203288464,-4.002517041191979,50-99,50-100,0-1,4,55,81
4.003839178430751,-1.7628765532069963,50-99,250-500,0-1,23,327,56
-0.7253093275833884,-7.074003843499675,50-99,50-100,0-1,-1,96,54
6.29532103705732,4.08640794602017,300-399,250-500,0-1,7,429,316
0.6992618993973039,8.670509673702016,100-299,0-50,,10,2,116
8.116067020952018,-10.533722340714617,20-49,50-100,0-1,2,93,24
14.115298704034986,0.01529463105316236,20-49,50-100,0-1,12,97,28
14.133587485196633,-0.04439474334741163,20-49,50-100,0-1,12,97,28
-2.2708556689419463,6.918689814835709,100-299,0-50,,19,15,234
-7.212890664547367,-5.470103981314214,20-49,100-250,0-1,34,105,21
-10.490643851594717,-3.561961804329204,20-49,0-50,0-1,4,50,26
7.312051435702642,-8.984265505254033,20-49,50-100,0-1,59,91,30
3.572100240554603,-0.4500460696788235,20-49,100-250,0-1,23,123,31
-11.634703903018783,-0.3511050752182842,300-399,250-500,0-1,25,286,322
7.141579026700713,-8.96484488582159,,100-250,0-1,59,144,20
-8.125511843718652,-2.582322594397696,100-299,100-250,2-3,18,159,183
7.113577663035672,-14.63671374656101,20-49,100-250,,2,120,24
14.82172098420286,-0.13670704776389525,100-299,100-250,0-1,12,103,103
8.130917296103236,-10.705979615497327,,100-250,0-1,2,104,20
12.565014993057781,4.232163278609723,1000-5999,100-250,1-2,-1,228,1943
-8.139443462892968,-12.283224624925884,50-99,100-250,,6,126,53
-11.957163121054153,-7.90038535318683,20-49,100-250,,4,144,25
4.492603882169086,3.500761086385925,300-399,250-500,0-1,-1,490,333
-4.773509885892359,14.619226665862822,20-49,,0-1,0,0,24
-5.4688937520598,-10.811338594019814,20-49,50-100,0-1,55,69,25
-6.664129190975607,7.0220759815223595,20-49,250-500,,14,278,32
14.42196214332939,0.012573149435042971,100-299,50-100,0-1,12,78,184
8.985041365830854,-12.203355297518886,20-49,50-100,,62,90,21
14.401720544109262,-0.26545582120939787,20-49,50-100,0-1,12,86,36
9.25608757226806,-3.608966832189095,50-99,50-100,,-1,98,94
6.93558414772587,-9.30414995505675,20-49,50-100,0-1,59,61,21
8.326542922632994,-10.918782179729783,20-49,50-100,0-1,2,96,38
-3.781998374522719,1.675113747750294,50-99,0-50,,26,1,80
-7.81247408283379,-2.702820573906551,100-299,0-50,0-1,18,36,134
-4.102337880046443,1.7752826113647295,300-399,0-50,0-1,26,2,331
11.721879332050552,-3.5788778468494753,20-49,0-50,,-1,1,22
0.6136894863360499,-10.380419968776554,20-49,100-250,0-1,-1,126,22
1.7695609256370624,-10.556957342093442,20-49,100-250,0-1,48,106,32
-12.47610536648351,-7.056523521354768,20-49,50-100,,4,81,48
9.744088767300209,-8.099615471428057,300-399,250-500,1-2,44,302,321
6.028736994871044,3.7625890581991484,300-399,250-500,0-1,7,383,338
-13.409556413982774,2.843475011247078,300-399,250-500,0-1,8,384,324
-3.049986035915499,15.90642182167103,20-49,,,0,0,23
4.41885442252129,-11.293377707844664,,100-250,0-1,2,103,20
0.742583657507535,-7.925631660297019,50-99,100-250,0-1,24,189,62
1.4296019108693656,-6.296753448826345,20-49,100-250,0-1,24,219,24
0.7075012306067413,8.356648993090277,300-399,0-50,1-2,10,4,330
-3.8410831331939064,12.664207603266469,20-49,,0-1,-1,0,26
-10.14927848528577,-2.484558309594393,20-49,100-250,0-1,-1,106,26
5.505006519434559,2.990741072851063,300-399,250-500,0-1,7,428,323
-2.761970490114159,15.22804247843851,50-99,,,0,0,62
-0.38971704059920886,9.471350458744727,300-399,0-50,0-1,10,6,343
7.91071630808805,2.9791528995685397,300-399,250-500,0-1,7,377,320
1.398723113898988,-6.7390828133601515,20-49,100-250,0-1,24,242,22
0.7298381083295267,7.68242493524718,300-399,0-50,0-1,-1,5,386
6.0613213485412984,4.744232925440207,300-399,250-500,0-1,7,365,320
13.201265105241893,3.33750585432825,500-999,250-500,,63,254,578
-7.524725320533747,-13.543837631336512,300-399,250-500,2-3,5,268,339
-0.4639732446130572,-3.752359773272109,20-49,250-500,0-1,39,270,26
4.131237085312718,-12.26684490889684,20-49,100-250,0-1,2,111,34
6.910813369877156,-10.746246118365036,20-49,50-100,0-1,2,70,22
-7.961032504854197,-13.728977960539249,400-499,250-500,,5,253,403
-11.559499172600892,4.094870851956159,100-299,0-50,2-3,-1,8,106
-8.04405528806023,-11.362531642434746,50-99,50-100,,6,97,62
-3.2993645126404587,-1.0493637296937746,20-49,0-50,,42,4,22
-4.977076907626615,-9.199833075249682,50-99,0-50,,64,36,63
-10.669660112884255,5.167333921632284,20-49,0-50,,29,13,34
0.15457499575797723,-1.5094771935909561,20-49,100-250,,-1,146,36
13.670250271523217,0.2983222747321739,50-99,100-250,0-1,12,115,75
-8.578505424026808,-6.951002418868432,100-299,100-250,,34,157,269
1.6370873983535636,-7.138722143274153,20-49,100-250,0-1,24,229,24
-2.159839844575423,-5.9594934311959795,20-49,50-100,0-1,27,63,21
5.244377111868173,-12.200760181608906,20-49,0-50,0-1,2,35,27
13.59560240844696,0.5465197729401521,20-49,50-100,0-1,12,96,33
2.5417514734333264,6.733049689999771,20-49,0-50,,20,1,45
-0.4436841179209874,-5.076430150416533,20-49,100-250,,-1,144,23
-6.87535705556219,7.215317098264023,50-99,250-500,1-2,14,281,96
-12.484586728681384,-1.0518716580882783,300-399,100-250,0-1,-1,211,307
-2.1158990371500117,-3.285484582692049,100-299,250-500,,-1,319,171
-13.43937679789001,4.093846568281078,20-49,250-500,,8,267,49
-0.06984505764287637,7.222402625174023,300-399,0-50,1-2,10,3,348
0.6088207869175107,8.435488275169062,50-99,0-50,1-2,10,3,66
1.9257720787700225,-0.9413427291903343,20-49,100-250,0-1,-1,126,37
15.470253246219388,0.051289707148567884,20-49,50-100,0-1,-1,73,25
4.738499678775986,-14.53361155202675,20-49,50-100,,2,93,22
-10.970632155841535,-3.669849910293367,20-49,50-100,0-1,4,88,24
3.4788856689821954,8.115513986950088,20-49,0-50,0-1,-1,1,30
4.499760957052303,-2.334208690689874,20-49,100-250,0-1,23,214,32
-13.731915264486558,-6.2756164425080705,20-49,100-250,0-1,4,154,26
8.233073035263713,1.1195208368467449,300-399,250-500,0-1,38,441,318
-4.617199642090577,-5.516105197177184,20-49,50-100,,-1,67,21
5.6640105339545475,-11.163187667713089,20-49,50-100,0-1,2,70,22
-7.664193901670686,-4.678304157865002,20-49,100-250,0-1,65,106,28
0.9765821066040283,2.04109342089323,20-49,250-500,,21,255,32
-13.446592634432156,-7.419482228685814,20-49,100-250,,4,125,30
3.683619648640949,-2.7322505652331506,20-49,100-250,0-1,23,208,30
3.665733160615935,-2.7155723153639784,20-49,100-250,0-1,23,208,30
-3.6669888372445048,15.071642417207118,,,0-1,0,0,20
3.454227573255688,8.553003756646572,20-49,0-50,0-1,-1,1,24
-3.669323383105115,2.6140396350371353,50-99,0-50,,-1,2,83
2.9263797548698434,-12.01027468752857,20-49,100-250,0-1,-1,136,26
11.573015784345523,3.4625736501809836,1000-5999,250-500,1-2,36,267,1705
14.705394448004327,0.7149387955498747,50-99,50-100,,12,91,54
9.93229876787461,-1.0386136769542038,20-49,0-50,0-1,-1,25,34
3.4656141683826944,-10.834745420380715,20-49,50-100,0-1,-1,73,22
1.2813353312768716,0.9623681906943748,20-49,100-250,0-1,15,167,32
-13.244399116511882,-3.6493253760236763,20-49,50-100,0-1,4,68,43
-8.23326199637532,-10.614620531917401,20-49,50-100,0-1,6,91,24
-11.76062926971699,4.991799005900659,100-299,100-250,0-1,-1,145,279
1.3995655439975039,-6.625762145259421,20-49,100-250,0-1,24,212,24
10.077375027647774,-1.0617231294547373,20-49,100-250,0-1,-1,183,49
4.4116229448447175,-13.481842202933633,20-49,50-100,,2,58,31
-11.691510469280264,-9.173788379823392,100-299,100-250,,-1,110,141
5.850285684688388,-14.752337844399532,,100-250,,2,120,20
-4.588328573338843,13.83638195556112,20-49,,,0,0,22
-6.330114088400372,-9.751398399349378,,100-250,0-1,6,131,20
2.5176316213890813,-10.324940096049735,20-49,50-100,,48,99,42
-2.0068802595732933,14.943404473567819,20-49,,0-1,0,0,24
2.0873448750563894,-2.49314621052145,50-99,100-250,0-1,23,124,72
-8.266327179778335,-11.83805185903216,50-99,0-50,,6,35,51
2.03473120546185,6.450569748721468,100-299,0-50,,20,18,237
1.453038373844343,2.2176430545091255,,100-250,0-1,21,229,20
7.189449939627928,0.6160123205887501,300-399,500-1000,0-1,38,564,316
-5.323656153024072,8.564796137025207,20-49,50-100,,14,61,50
2.9693758201215483,-5.29014736755829,20-49,100-250,,54,228,31
-4.262560199429054,1.1356586452258681,20-49,0-50,,26,1,42
-11.167551908965427,-3.157360046786972,20-49,50-100,0-1,4,68,23
4.21904921624592,-2.3622543986073583,20-49,100-250,,23,239,24
-6.333674933187851,-6.923020925739523,100-299,100-250,0-1,3,111,150
7.656080178270258,0.39222878301776437,300-399,500-1000,0-1,38,537,306
13.181068182939315,0.26196531941178475,50-99,100-250,0-1,12,130,66
-0.4209441078251107,-3.736001147751304,20-49,100-250,0-1,39,217,32
4.528214326581359,-12.385667724009748,20-49,100-250,0-1,2,111,32
1.6271060502477137,-5.018288074967278,50-99,100-250,2-3,24,140,57
-3.4887904219753163,1.0757721134195277,300-399,0-50,0-1,26,48,322
11.111920750207814,0.8166663414380999,20-49,0-50,,-1,44,43
1.962926472184528,-2.8164511620340082,20-49,50-100,,23,94,33
-2.612160275206481,14.36207312305543,50-99,,,0,0,62
-2.4197171070744403,-4.423771366162583,300-399,250-500,0-1,-1,354,308
-2.7749902925400707,11.999565594683357,100-299,,4-5,-1,0,140
10.088884365688862,-2.69944484917894,300-399,250-500,2-3,-1,270,335
-3.4476534370407963,-7.318335405948467,20-49,100-250,0-1,-1,134,40
-3.238428686418179,14.862415881441873,20-49,,0-1,0,0,22
0.5874162160976596,-8.342128643399763,,100-250,0-1,24,207,20
-13.41726196488279,3.9815781466894764,20-49,250-500,,8,312,32
1.2184754922798167,-6.156049962049705,20-49,100-250,0-1,24,206,46
-9.944063226775917,0.7876220007773239,1000-5999,100-250,1-2,13,235,1653
4.506508971362739,-11.425799623959103,50-99,0-50,0-1,2,47,77
1.041153503093562,-0.7266314348081497,50-99,0-50,0-1,-1,21,79
-0.5185453420727058,8.911566154547645,100-299,0-50,0-1,10,7,112
3.684308565053007,14.755905305289835,1000-5999,,1-2,17,0,1928
10.314346886956065,-8.33277645908243,300-399,250-500,0-1,32,258,327
8.030948710378615,0.9558202484112711,300-399,250-500,1-2,38,483,328
-8.262856297534285,-3.192655690273806,20-49,50-100,,18,63,50
-5.168141750153486,4.2402895281748,20-49,250-500,0-1,30,293,39
-12.739872190173868,-8.150357116266202,20-49,100-250,,4,133,25
5.918340213113358,-13.160446554416806,50-99,100-250,1-2,2,112,57
-3.6819018560304704,16.004063711083177,20-49,,,0,0,22
-12.495399316049642,-8.166684188909915,100-299,100-250,,4,128,135
-9.129551377955142,-1.811876292189195,50-99,50-100,0-1,18,79,54
-12.762997411052366,-7.9161890766393315,20-49,100-250,,4,135,25
13.172215419170852,-1.0416442262106005,20-49,50-100,0-1,12,89,26
5.275453540950742,-1.100214815778391,20-49,100-250,1-2,41,128,28
-5.336075468657085,8.674834053671772,20-49,100-250,0-1,14,169,26
-7.68603457188999,-10.668012518146565,20-49,50-100,0-1,6,94,34
-10.016653921823035,4.574819010798951,20-49,0-50,,29,9,27
-13.261296294848929,-7.513360008196927,50-99,100-250,0-1,4,133,51
-11.067075437081057,-0.6096461897894849,300-399,250-500,1-2,25,272,315
2.0546161725415333,-6.208159917876463,20-49,250-500,0-1,24,370,21
5.379076238551564,-14.143729482546888,20-49,100-250,0-1,2,149,39
-9.271395756458295,-3.742987453610722,20-49,100-250,0-1,-1,195,28
4.694413316952039,-14.088252794139983,20-49,50-100,0-1,2,85,26
-9.225957567434248,1.6643934570245758,6000+,100-250,10-20,13,225,8759
-6.339724440648147,-5.671603383566308,20-49,100-250,0-1,3,121,26
-4.410089748442961,-11.97938909430112,1000-5999,50-100,4-5,-1,69,1780
-5.184786234767943,-0.982595394633044,100-299,0-50,,22,7,225
4.486251057430858,-13.070970901586369,20-49,100-250,0-1,2,120,25
-1.0542818544630255,12.807460301100607,500-999,,2-3,40,0,543
-9.756074069651504,-6.779839285250699,100-299,100-250,,-1,174,122
-12.719758381096735,-6.421563456900089,20-49,50-100,0-1,4,84,22
-2.0414944734092577,15.670524176125417,50-99,,0-1,0,0,70
-0.6162531639448205,-13.064815736731056,20-49,100-250,,53,186,33
0.9632536711006914,15.534819214216405,20-49,,0-1,28,0,24
-7.099722462039322,-14.247507278071708,500-999,100-250,1-2,5,166,984
0.08977485240028493,7.197015614713326,20-49,0-50,0-1,10,2,25
-5.032495078162631,8.472733982707336,50-99,100-250,0-1,14,242,61
7.889070027169739,1.2086694467664554,300-399,250-500,1-2,38,443,355
5.331368479362348,-13.803113780428173,20-49,100-250,0-1,2,107,36
4.918703112188533,-14.47028745425356,,100-250,0-1,2,136,20
-3.3687555238434372,5.019402651791438,100-299,0-50,0-1,-1,41,121
4.232439963260393,-12.358499330412574,20-49,100-250,0-1,2,110,33
12.957590668280861,0.7590565167833468,50-99,100-250,1-2,12,116,58
1.7510238773498226,-5.091093865834208,20-49,250-500,0-1,24,253,21
14.47423229925822,2.4023698648311234,20-49,100-250,,12,172,31
-9.634213909034209,-11.8206725882973,20-49,100-250,,6,205,22
-11.239869994144954,-3.2503243873545506,20-49,50-100,0-1,4,76,27
-1.7797503446477596,-5.896791572777501,20-49,0-50,0-1,27,18,29
0.9792943439742928,-9.793963518544203,50-99,0-50,0-1,-1,47,71
-12.992577299470295,-4.784703435962466,20-49,50-100,0-1,4,97,26
-5.9503487431210385,-2.7796213938589567,20-49,50-100,,-1,76,32
0.6830633340598207,15.527441144128343,50-99,,,28,0,89
4.202088058708405,14.542424195704202,6000+,,5-10,17,0,6073
-0.5437764676322815,6.849871169520045,300-399,0-50,0-1,-1,15,353
0.9991679899611151,-3.294753454465412,20-49,0-50,0-1,-1,21,50
-12.88137124712914,-6.607304832199406,20-49,50-100,,4,91,32
2.469474884305581,8.05498208489495,20-49,0-50,,10,1,44
-1.6386861633541723,14.23038796090605,,,0-1,0,0,20
1.0491267003367368,-5.090276827435195,,50-100,0-1,24,100,20
1.108878414528252,-5.023469467493508,20-49,50-100,0-1,24,92,23
-6.361725819334149,4.467866982946578,20-49,100-250,0-1,30,134,38
-11.052216462988998,4.171774993001885,100-299,0-50,3-4,-1,25,129
-2.9679577485874025,7.252240928663449,20-49,0-50,,19,31,30
-5.483750997804115,-9.420919907990445,20-49,100-250,1-2,6,137,35
3.014902635612866,10.296206764042148,50-99,0-50,0-1,10,1,53
8.043394409998818,2.914265383569268,300-399,250-500,0-1,7,391,314
-9.52585836042937,1.324486091812388,1000-5999,250-500,4-5,13,252,3016
-4.0043051906950575,14.177245712504247,,,0-1,0,0,20
3.3121651605324605,2.313857365710391,20-49,100-250,0-1,-1,157,24
4.173521993479354,-12.31537744598405,20-49,50-100,0-1,2,52,22
-9.152022798942944,-11.670741178967267,20-49,100-250,0-1,6,170,27
5.1732344445303395,-12.914897840155854,20-49,50-100,,2,70,25
1.5895421674836439,-5.918466784946508,50-99,100-250,0-1,24,218,56
1.6485444332283812,-10.24646100562707,20-49,50-100,0-1,48,98,33
-13.505087449613123,-5.284115927670507,20-49,100-250,0-1,4,111,48
3.034065625989861,9.971176674404155,20-49,0-50,0-1,10,3,29
0.6433445327770001,14.023736415619789,100-299,,0-1,-1,0,112
2.844692822542142,6.282211975821063,50-99,0-50,,20,2,81
-1.9709625950161747,16.912177128246352,50-99,,0-1,-1,0,51
-5.507837988139358,-2.2389759922575982,20-49,0-50,0-1,-1,1,41
11.49039601482653,0.9532415953770458,50-99,50-100,,-1,65,53
3.031313002145165,-12.514593561692644,50-99,50-100,,-1,70,69
0.9464225775831002,5.672467053965242,20-49,0-50,,35,3,33
-2.32897938340948,5.737404864753175,20-49,0-50,0-1,-1,1,36
-10.292800808886108,-11.914805722138487,20-49,100-250,,6,164,27
3.4274579892383064,-13.358054883212183,20-49,100-250,0-1,2,138,25
7.059903048505275,4.020282801987368,300-399,250-500,0-1,7,375,319
-10.233712222450787,4.736128825107928,50-99,0-50,,29,3,69
7.343062538943743,6.267804322412945,1000-5999,250-500,2-3,1,444,1645
-3.009590909318496,15.585914293205011,20-49,,0-1,0,0,30
-0.1102076178928383,-6.065214023286861,20-49,100-250,0-1,60,183,23
-0.5848668673327975,-13.106414609271255,20-49,0-50,0-1,53,26,23
7.581549313196221,-12.471493554894005,,100-250,,2,103,20
-11.340850953056503,4.6381165084688485,100-299,0-50,0-1,-1,25,188
-13.225009635676056,-9.297311595627486,20-49,100-250,,-1,138,25
-9.448852922076393,-7.013456206291996,50-99,50-100,0-1,-1,88,60
-6.327105530295321,-6.334101211924057,20-49,50-100,0-1,3,98,28
1.9623051614288023,8.73216705599603,20-49,0-50,0-1,10,3,35
-6.614925528650147,8.153429646352302,20-49,100-250,,14,244,22
5.563000135376022,2.743123354795211,300-399,250-500,0-1,7,481,330
-6.34284853105494,7.526109554428381,100-299,250-500,1-2,14,283,218
5.129272940351318,-10.61368294608543,20-49,0-50,0-1,2,18,43
3.0652628461774847,-1.091785364778531,20-49,250-500,0-1,23,262,31
1.3035418950555437,8.935093968516902,50-99,0-50,0-1,10,8,51
5.204092606260424,-15.407752827606265,20-49,100-250,0-1,-1,104,22
-3.2377689359964466,6.856147398334621,50-99,0-50,0-1,19,19,81
-4.413563354695821,1.1966880394676864,20-49,0-50,0-1,26,2,23
-14.00703737952605,-2.979605925837563,20-49,50-100,,4,61,46
1.7297609030565304,-2.2215123969710104,50-99,100-250,0-1,23,166,52
-4.322941173757336,2.499790885927571,1000-5999,,5-10,-1,0,5924
4.8684774168391405,-14.040105381105217,20-49,50-100,0-1,2,68,26
4.698651916724493,14.324622306867354,1000-5999,,10-20,17,0,3807
-8.453272037295529,-10.812675203841389,50-99,50-100,0-1,6,91,56
-4.9388148453273875,3.8166576582951794,20-49,100-250,0-1,30,134,28
-1.9729464311454585,-9.370405009602369,100-299,100-250,3-4,-1,200,151
-1.9697915528151444,-9.370618961205233,100-299,100-250,3-4,-1,187,147
-14.084289502782541,-4.549259643593472,50-99,0-50,0-1,4,43,79
-13.525798851965373,-4.356038698701853,,0-50,0-1,4,46,20
0.64850552475375,8.944607613947824,300-399,0-50,0-1,10,9,326
-12.561102790290336,-3.554780115389838,20-49,100-250,0-1,4,127,37
1.1965355962256952,11.311122028736508,20-49,0-50,,45,1,21
0.03139616266748455,-1.652514372095477,50-99,100-250,,-1,145,58
2.9966129258051355,9.679888122087482,20-49,0-50,0-1,10,1,34
4.2374313477129135,-14.434436867299699,500-999,100-250,0-1,2,245,570
-13.265508812975359,3.307249245827863,300-399,250-500,0-1,8,472,327
-10.202613158497496,-2.4850985725417214,20-49,0-50,0-1,-1,39,22
-3.339073159758605,14.520690250538726,20-49,,0-1,0,0,22
-2.5576301498140346,7.6711270343352345,20-49,0-50,,19,4,41
-9.731471528561773,1.0562142878863756,1000-5999,100-250,0-1,13,235,1980
14.522567190379082,2.376767801395469,50-99,100-250,,12,149,81
2.3451672613572145,-2.833128840415438,20-49,50-100,0-1,23,88,45
-7.4041829704566675,8.204125006749983,20-49,250-500,0-1,14,279,24
9.71241875054487,-8.208449070508992,300-399,100-250,0-1,44,240,302
1.729075041533685,-5.197905308431298,20-49,100-250,0-1,24,103,32
-1.8936315882613768,9.832580356774564,50-99,0-50,0-1,-1,2,75
-7.655094093909425,-5.479487522225303,20-49,100-250,0-1,34,106,44
4.544395251623572,-8.529690450000462,50-99,0-50,,31,16,70
-4.760320334966238,1.0997389419363879,50-99,0-50,0-1,26,3,63
