1,2,Ill250.alt_alnScore_mean,Ill250.alt_alnScore_std,Ill250.alt_count,Ill250.alt_insertSize_mean,Ill250.alt_insertSize_std,Ill250.alt_reason_alignmentScore,Ill250.alt_reason_insertSizeScore,Ill250.alt_reason_orientation,Ill250.amb_alnScore_mean,Ill250.amb_alnScore_std,Ill250.amb_count,Ill250.amb_insertSize_mean,Ill250.amb_insertSize_std,Ill250.amb_reason_alignmentScore_alignmentScore,Ill250.amb_reason_alignmentScore_orientation,Ill250.amb_reason_flanking,Ill250.amb_reason_insertSizeScore_alignmentScore,Ill250.amb_reason_multimapping,Ill250.amb_reason_orientation_alignmentScore,Ill250.amb_reason_orientation_orientation,Ill250.amb_reason_same_scores,Ill250.ref_alnScore_mean,Ill250.ref_alnScore_std,Ill250.ref_count,Ill250.ref_insertSize_mean,Ill250.ref_insertSize_std,Ill250.ref_reason_alignmentScore,Ill250.ref_reason_orientation,Ill300x.alt_alnScore_mean,Ill300x.alt_alnScore_std,Ill300x.alt_count,Ill300x.alt_insertSize_mean,Ill300x.alt_insertSize_std,Ill300x.alt_reason_alignmentScore,Ill300x.alt_reason_insertSizeScore,Ill300x.alt_reason_orientation,Ill300x.amb_alnScore_mean,Ill300x.amb_alnScore_std,Ill300x.amb_count,Ill300x.amb_insertSize_mean,Ill300x.amb_insertSize_std,Ill300x.amb_reason_alignmentScore_alignmentScore,Ill300x.amb_reason_alignmentScore_orientation,Ill300x.amb_reason_flanking,Ill300x.amb_reason_insertSizeScore_alignmentScore,Ill300x.amb_reason_insertSizeScore_insertSizeScore,Ill300x.amb_reason_multimapping,Ill300x.amb_reason_orientation_alignmentScore,Ill300x.amb_reason_orientation_orientation,Ill300x.amb_reason_same_scores,Ill300x.ref_alnScore_mean,Ill300x.ref_alnScore_std,Ill300x.ref_count,Ill300x.ref_insertSize_mean,Ill300x.ref_insertSize_std,Ill300x.ref_reason_alignmentScore,Ill300x.ref_reason_insertSizeScore,Ill300x.ref_reason_orientation,IllMP.alt_alnScore_mean,IllMP.alt_alnScore_std,IllMP.alt_count,IllMP.alt_insertSize_mean,IllMP.alt_insertSize_std,IllMP.alt_reason_alignmentScore,IllMP.alt_reason_insertSizeScore,IllMP.alt_reason_orientation,IllMP.amb_alnScore_mean,IllMP.amb_alnScore_std,IllMP.amb_count,IllMP.amb_insertSize_mean,IllMP.amb_insertSize_std,IllMP.amb_reason_alignmentScore_alignmentScore,IllMP.amb_reason_alignmentScore_orientation,IllMP.amb_reason_flanking,IllMP.amb_reason_insertSizeScore_insertSizeScore,IllMP.amb_reason_multimapping,IllMP.amb_reason_orientation_alignmentScore,IllMP.amb_reason_orientation_orientation,IllMP.amb_reason_same_scores,IllMP.ref_alnScore_mean,IllMP.ref_alnScore_std,IllMP.ref_count,IllMP.ref_insertSize_mean,IllMP.ref_insertSize_std,IllMP.ref_reason_alignmentScore,IllMP.ref_reason_insertSizeScore,IllMP.ref_reason_orientation,TenX.HP1_alt_alnScore_mean,TenX.HP1_alt_alnScore_std,TenX.HP1_alt_count,TenX.HP1_alt_insertSize_mean,TenX.HP1_alt_insertSize_std,TenX.HP1_alt_reason_alignmentScore,TenX.HP1_alt_reason_insertSizeScore,TenX.HP1_alt_reason_orientation,TenX.HP1_amb_alnScore_mean,TenX.HP1_amb_alnScore_std,TenX.HP1_amb_count,TenX.HP1_amb_insertSize_mean,TenX.HP1_amb_insertSize_std,TenX.HP1_amb_reason_alignmentScore_alignmentScore,TenX.HP1_amb_reason_alignmentScore_orientation,TenX.HP1_amb_reason_flanking,TenX.HP1_amb_reason_insertSizeScore_alignmentScore,TenX.HP1_amb_reason_multimapping,TenX.HP1_amb_reason_orientation_alignmentScore,TenX.HP1_amb_reason_orientation_orientation,TenX.HP1_amb_reason_same_scores,TenX.HP1_ref_alnScore_mean,TenX.HP1_ref_alnScore_std,TenX.HP1_ref_count,TenX.HP1_ref_insertSize_mean,TenX.HP1_ref_insertSize_std,TenX.HP1_ref_reason_alignmentScore,TenX.HP1_ref_reason_orientation,TenX.HP2_alt_alnScore_mean,TenX.HP2_alt_alnScore_std,TenX.HP2_alt_count,TenX.HP2_alt_insertSize_mean,TenX.HP2_alt_insertSize_std,TenX.HP2_alt_reason_alignmentScore,TenX.HP2_alt_reason_insertSizeScore,TenX.HP2_alt_reason_orientation,TenX.HP2_amb_alnScore_mean,TenX.HP2_amb_alnScore_std,TenX.HP2_amb_count,TenX.HP2_amb_insertSize_mean,TenX.HP2_amb_insertSize_std,TenX.HP2_amb_reason_alignmentScore_alignmentScore,TenX.HP2_amb_reason_alignmentScore_orientation,TenX.HP2_amb_reason_flanking,TenX.HP2_amb_reason_insertSizeScore_alignmentScore,TenX.HP2_amb_reason_multimapping,TenX.HP2_amb_reason_orientation_alignmentScore,TenX.HP2_amb_reason_orientation_orientation,TenX.HP2_amb_reason_same_scores,TenX.HP2_ref_alnScore_mean,TenX.HP2_ref_alnScore_std,TenX.HP2_ref_count,TenX.HP2_ref_insertSize_mean,TenX.HP2_ref_insertSize_std,TenX.HP2_ref_reason_alignmentScore,TenX.HP2_ref_reason_orientation,pacbio.alt_alnScore_mean,pacbio.alt_alnScore_std,pacbio.alt_count,pacbio.alt_insertSize_mean,pacbio.alt_insertSize_std,pacbio.alt_reason_alignmentScore,pacbio.amb_alnScore_mean,pacbio.amb_alnScore_std,pacbio.amb_count,pacbio.amb_insertSize_mean,pacbio.amb_insertSize_std,pacbio.amb_reason_alignmentScore_alignmentScore,pacbio.amb_reason_flanking,pacbio.amb_reason_multimapping,pacbio.amb_reason_same_scores,pacbio.ref_alnScore_mean,pacbio.ref_alnScore_std,pacbio.ref_count,pacbio.ref_insertSize_mean,pacbio.ref_insertSize_std,pacbio.ref_reason_alignmentScore,refN_cnt,refN_pct,segdup_cnt,segdup_pct,tandemrep_cnt,tandemrep_pct
0,1,940.3333333,36.935379,3,368.6666667,6.342099197,3,0,0,861.0402299,167.7968928,174,427.3505747,225.6264792,61,0,95,0,10,0,8,0,979.2857143,23.92078765,7,411.8571429,23.527665,7,0,568.9333333,17.23742698,15,473.2,114.7386596,15,0,0,530.5115183,94.98693006,1910,532.621466,247.4667563,466,0,1314,0,0,112,1,3,14,583.9555556,15.84642344,45,538.5111111,165.1437922,45,0,0,0,0,0,0,0,0,0,0,359.1655093,96.90451063,1728,7388.676505,4296.290194,305,0,606,0,322,0,47,448,375.3333333,86.96870446,3,6622.333333,169.0292545,3,0,0,518,0,1,469,0,1,0,0,496.2083333,88.77630088,120,331.9166667,106.823888,27,0,78,0,7,0,8,0,543,11,2,379.5,60.5,2,0,515.5,15.5,2,565.5,295.5,1,1,0,496.4,88.29865514,160,308.63125,108.3306641,41,0,105,0,7,1,6,0,546.6,13.46996659,5,317.8,49.65239168,5,0,12531,0,1,8264,0,1,9773.648,6793.815714,500,7054.31,4590.271893,199,289,1,11,15333.28571,7191.422209,49,9598.591837,4350.337491,49,0,0,0,0,1,1
0,1,937.5882353,33.87009582,17,442.9411765,107.9692062,17,0,0,870.4895105,160.1451644,143,388.6573427,149.2197471,45,0,86,0,6,0,5,1,953,26.59991646,9,494.1111111,49.05200063,9,0,583.2093023,7.347070733,43,610,174.1874158,42,1,0,534.5815324,92.01312369,1527,619.7550753,286.6565963,314,0,1004,0,0,84,0,6,119,580.8867925,12.9682637,53,556.4716981,159.2468837,53,0,0,401.6666667,10.87300429,3,6423.333333,89.10792458,3,0,0,355.376041,94.70712217,1561,6912.63549,3616.682017,293,0,555,0,301,0,38,374,482,3,2,5870,32,2,0,0,515.375,27.42689146,8,374.5,113.4977973,8,0,0,483.0625,93.84955594,144,329.4027778,168.1412815,44,0,86,0,5,0,3,6,546,0,1,295,0,1,0,0,0,0,0,0,0,0,0,500.1325967,71.44053733,181,331.8287293,115.5282771,46,0,116,0,6,0,5,8,533.3157895,22.48052404,19,402.4736842,119.2160217,19,0,15355.96154,4866.917058,26,9876.961538,3174.363867,26,9691.042394,6303.614472,401,6918.541147,4356.892694,186,207,3,5,16265.70588,4878.910133,34,10292.23529,3123.811097,34,0,0,0,0,1,1
0.1,0.9,900,0,1,494,0,1,0,0,852.1714286,137.3170441,140,410.7,125.607137,38,0,56,0,42,0,2,2,956.5555556,25.05598669,9,360,75.84340592,9,0,547.5,38.64259308,4,518,154.2319682,4,0,0,513.8258775,97.48400948,1453,569.3048864,277.5623191,280,0,619,0,0,512,0,3,39,573.75,17.97542966,28,558.8571429,113.5966279,28,0,0,0,0,0,0,0,0,0,0,352.1223301,96.324962,1545,6966.067961,3873.098988,265,0,453,0,380,0,27,420,402,2,2,5566.5,1952.5,2,0,0,0,0,0,0,0,0,0,0,358.9462687,142.7895543,335,246.3731343,134.5439434,147,0,64,0,61,7,50,6,523.4,25.64059282,15,388.4,114.0004678,15,0,545,0,1,348,0,1,0,0,471.82,100.1563491,150,344.58,158.6742269,40,0,62,0,25,0,14,9,535,20.75709861,7,316.4285714,90.17103929,7,0,17107.875,8145.212573,16,10501.625,5001.930313,16,10983.87936,6510.679889,373,8032.077748,4830.867565,151,216,0,6,14057.88462,5168.126981,26,8802.192308,3237.471141,26,0,0,0,0,1,1
0.1,0.9,882,12,2,470.5,36.5,2,0,0,845.7816092,144.9873102,174,426.8505747,241.6203933,81,0,83,0,7,0,3,0,937,0,1,407,0,1,0,558.6086957,19.16005612,23,607.3478261,232.8646946,22,1,0,518.5294748,92.60723016,1866,643.3440514,352.5590303,481,0,1059,0,0,214,0,4,108,552.1612903,20.75058767,62,596.2903226,137.4579569,62,0,0,427,32,2,7624,757,2,0,0,356.5879775,96.20851419,1597,6780.377583,3643.794541,304,0,587,0,318,0,39,349,433,46.62617291,3,7153,1351.361782,3,0,0,513,39,2,722,570,1,1,0,369.1804124,125.6112482,582,253.4278351,126.3093382,257,0,104,0,134,9,76,2,517.1666667,19.29522105,12,328.0833333,154.7780445,12,0,511.8888889,19.29562095,9,395.6666667,72.34024545,9,0,0,399.5475638,117.235547,431,293.4222738,161.2594654,207,1,105,0,61,1,49,7,490.9,20.36884876,10,340.2,113.6096827,10,0,18189,5360.042057,14,11718.35714,3219.603339,14,10671.39524,6736.476195,420,7516.042857,4675.753551,158,245,0,17,15490.5,8039.931441,18,10394.05556,5437.081984,18,0,0,0,0,1,1
0.1,0.9,971.9361702,12.33297648,47,413.6382979,74.25156364,47,0,0,892.2474227,129.0960668,194,433.814433,205.3042414,36,0,120,0,31,0,7,0,987.8333333,9.316949906,6,476.1666667,117.4158091,6,0,574.9057592,7.914564633,191,584.104712,184.201118,188,3,0,544.3532431,73.81837441,2143,657.3420439,315.7787508,110,0,1126,0,0,677,0,7,223,588.9402985,4.6259508,67,594.9104478,151.3354218,67,0,0,434.6363636,46.09924615,11,6316.090909,1473.074488,11,0,0,370.0227273,90.9022571,1716,5931.758741,2785.889633,245,0,590,0,386,0,42,453,433.5,67.132332,4,6771.75,1260.773646,4,0,0,527,19.95365,27,347.0740741,196.2003749,26,1,0,451.9087838,86.14762897,592,430.9121622,263.8099408,196,0,211,0,155,0,19,11,534.8125,23.02232273,16,347.3125,94.60491448,16,0,529.1363636,16.22650877,22,326.1363636,89.88593552,22,0,0,454.4607407,84.5839991,675,450.3585185,286.2467654,200,0,252,0,190,0,18,15,543.75,15.81731646,28,309.8214286,78.40283048,28,0,16931.57143,5495.055809,21,10647.38095,3504.115383,21,9663.402204,6178.736723,363,6942.606061,4332.544722,141,214,3,5,19815,10642.57706,4,13117.75,7155.100537,4,0,0,0,0,1,1
0.6,0.4,975.3953488,10.60745577,43,457.3023256,87.26557564,43,0,0,892.4294118,152.3177726,170,491.0235294,340.6925119,45,0,115,0,5,0,3,2,988.3333333,4.496912521,3,381.3333333,98.86129453,3,0,578.3142857,7.086290299,175,558.6228571,143.5579944,175,0,0,541.4640688,80.9972242,1976,569.6953441,287.5399907,410,0,1244,0,0,102,0,2,218,578.3478261,12.54421292,23,597.2173913,189.8656176,23,0,0,383.4,60.95769025,5,6869.8,722.35321,5,0,0,365.7669039,88.99256701,1686,6868.430012,3383.103121,293,0,605,0,323,0,46,419,421,73,2,6942.5,468.5,2,0,0,534.3181818,15.1998396,22,365.0454545,176.9413044,21,1,0,508.9210526,68.4538383,152,337.125,140.716368,28,0,100,0,6,0,6,12,534.25,16.7238602,8,315.875,46.12872614,8,0,535.9565217,16.15543592,23,350.2608696,81.629714,23,0,0,508.960396,67.35070336,101,333.4554455,157.6013598,25,0,65,0,1,0,4,6,532.5714286,21.53971178,7,435.2857143,59.76552825,7,0,14476.19643,6093.197303,56,9146.375,3689.456665,56,10128.13472,6335.464572,386,7386.875648,4358.806102,190,191,0,5,12935,0,1,8110,0,1,0,0,0,0,1,1
0.5,0.5,980.6153846,13.99196726,52,424.9615385,79.55403619,52,0,0,872.3333333,158.8193576,183,383.9836066,150.4217196,55,0,111,0,8,0,7,2,977,14.31782106,4,418.5,76.08054942,4,0,580.4336283,6.249072294,226,574.880531,170.1025429,224,2,0,540.7016848,89.28887211,2018,604.690783,291.4308002,315,0,1316,0,0,153,0,2,232,588.244898,6.959153749,49,579.1020408,134.0288188,49,0,0,410.2222222,66.32709816,9,7098.333333,1297.339243,9,0,0,359.5859189,93.64698677,1676,7074.508353,3587.771354,335,0,651,0,276,0,36,378,453,71.19691005,4,7114.5,1329.922084,4,0,0,538.8095238,14.44733967,21,363.8095238,76.83291646,21,0,0,503.4842767,77.13835119,159,352.8616352,165.9236954,36,0,104,0,4,0,6,9,550,4,2,340,3,2,0,537.7222222,18.37512073,18,322.0555556,115.7264362,18,0,0,503.5407407,72.17732926,135,326.037037,145.7059142,35,0,90,0,1,0,3,6,555.3333333,1.885618083,3,357.6666667,46.47819082,3,0,17432.46154,7534.994274,39,11045.07692,4605.598073,39,10425.3528,6704.068935,428,7739.341122,4978.221702,187,228,3,10,13295,0,1,8790,0,1,0,0,0,0,1,1
0,1,939.8,17.52027397,5,464.6,70.82824295,5,0,0,879.7021277,139.6910976,188,426.6702128,202.0994009,69,0,107,0,4,0,6,2,934.3684211,27.95336441,19,428.7368421,75.05495678,19,0,560.0923077,12.23201735,65,552.9692308,125.490664,65,0,0,525.4964132,95.15999446,2091,620.4208513,338.1624364,488,0,1282,0,0,175,0,7,139,572.5441176,15.02099885,136,520.7941176,157.6662576,136,0,0,423.75,43.22253463,4,7468.5,323.2966904,4,0,0,360.960164,92.25200227,1707,6800.198594,3517.846391,304,0,659,0,322,0,31,391,378.25,73.05776824,8,7477.25,859.0392526,8,0,0,525,12.68069399,15,314,90.48830495,15,0,0,495.3776224,89.61407577,143,346.9160839,151.2529256,31,1,90,0,5,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510.0440252,65.86400568,159,345.2264151,157.9378082,40,0,109,0,3,1,3,3,516,25.57900925,14,407.2857143,104.7196452,14,0,15330.69565,7240.302849,23,9541.304348,4434.020243,23,9376.038117,6248.879784,446,6752.394619,4318.937884,188,252,0,6,16184,7087.746032,22,9978.863636,4110.674688,22,0,0,0,0,1,1
0,1,976.625,9.136978439,8,464.25,85.31522432,8,0,0,909.8402367,148.5849763,169,420.2485207,183.1045157,36,0,118,0,5,0,8,2,974.8157895,25.6780218,38,465.7894737,89.35239457,38,0,571.5,10.75141187,70,567.1142857,136.91202,70,0,0,537.7196516,93.09406222,1837,652.5280348,350.7529732,282,0,1152,0,0,152,0,5,246,582.7008197,14.89762329,244,580.1352459,141.4498773,243,0,1,432.5,36.23189203,4,5836,226.6660539,4,0,0,353.5626113,95.17041608,1685,6557.985163,3446.396331,323,0,589,0,323,0,32,418,412.6428571,50.89710509,14,5951.357143,870.7146168,14,0,0,0,0,0,0,0,0,0,0,493.3304348,92.28874553,115,347.2,182.1657726,34,0,71,0,4,1,3,2,538.5142857,21.26482196,35,341.3714286,117.2954964,35,0,513,14.62873884,4,254,48.39938016,4,0,0,507.8571429,73.01048289,98,334.0918367,178.3939739,23,0,71,0,3,0,0,1,523.6666667,21.05284357,6,383.8333333,92.98820116,6,0,0,0,0,0,0,0,11106.09761,7209.278627,461,7900.373102,5173.946353,188,265,1,7,15180.24,6402.546733,50,9441.28,3919.028686,50,0,0,0,0,1,1
0.1,0.9,969.3703704,25.93745775,54,407.0740741,77.05670155,54,0,0,884.9770642,163.7634914,218,386.4449541,159.6130907,53,0,143,0,10,0,8,4,971.3333333,18.3545332,6,450.5,97.32377236,6,0,574.8155738,13.90345824,244,584.8483607,171.8947852,240,4,0,548.7330918,81.67933955,2484,606.1767311,300.0367083,428,0,1642,0,0,97,0,6,311,577.8979592,14.03529792,49,592.1020408,157.1400318,49,0,0,399,78.46018098,4,5982.75,1888.781932,4,0,0,362.1020408,95.03929738,1764,6811.227891,3216.257653,301,0,638,0,273,0,32,520,0,0,0,0,0,0,0,0,543.1904762,11.55368029,21,333.7619048,108.833164,21,0,0,500.0381679,84.4289669,131,337.389313,167.6970903,30,1,86,0,6,0,3,5,515.25,8.982622112,4,320.25,52.94041462,4,0,527,11.83215957,6,315.3333333,87.52079118,6,0,0,514.4555556,71.83471168,180,321.9222222,114.8646767,37,0,131,0,1,0,6,5,528.5,14.58023777,12,361.3333333,86.83061416,12,0,16806.45652,6308.827038,46,10533.58696,3615.600783,46,10371.28302,6099.941793,371,7580,4403.250631,155,206,1,9,18297.6,4805.259019,5,11162.2,2872.944859,5,0,0,0,0,1,1
0.3,0.7,911.3333333,36.38375706,9,478.8888889,69.86883655,9,0,0,868.3253012,156.1109127,166,394.4337349,109.0357731,51,0,103,0,9,0,2,1,922.5,51.5,2,433.5,29.5,2,0,558.4473684,11.57060106,38,549.6315789,148.9196924,38,0,0,521.9964747,95.111784,1702,643.4388954,392.1328487,433,0,1049,0,0,107,0,4,109,563.8421053,14.03290553,38,569.1052632,128.3930621,38,0,0,0,0,0,0,0,0,0,0,362.3263041,95.12489055,1802,6556.826304,3173.017836,324,0,663,0,304,0,33,478,370.3333333,36.11401698,3,6087.333333,205.0793884,3,0,0,513,8.5732141,4,399.75,144.6087394,4,0,0,455.8811189,110.9258865,143,326.7902098,150.1824929,54,0,65,0,3,0,16,5,519,14.67991826,4,380,38.96151948,4,0,0,0,0,0,0,0,0,0,477.8333333,96.77758415,126,347.984127,140.8168902,42,0,67,0,4,0,9,4,521.5,7.041543391,6,355.6666667,64.09541499,6,0,16262.26087,6267.954206,46,10375.91304,3946.968456,46,11157.04444,6771.033978,405,8373.42963,5137.505986,190,202,2,11,17836,5581.203156,3,10660,3056.115617,3,0,0,0,0,1,1
0,1,943.6,49.90230456,10,427.7,80.53204331,10,0,0,875.5714286,148.4887487,217,401.0368664,148.0834194,64,0,135,0,15,0,3,0,941.3333333,22.36564826,3,454.3333333,18.92675942,3,0,578.2936508,14.88157882,126,578.3492063,158.2080365,125,1,0,531.8470097,90.75820713,2157,649.5326843,356.5993006,409,0,1346,0,0,171,0,4,227,563.9555556,18.81719728,45,568.6,147.2985479,45,0,0,451,36.24913792,3,6357,952.2069103,3,0,0,353.6433013,96.89293458,1769,6521.491238,3168.078422,390,0,586,0,302,0,24,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489.3913043,94.38076535,161,339.0310559,172.3778322,35,0,104,0,2,0,17,3,513.75,9.010410645,8,327.375,75.36732963,8,0,525.95,22.3974887,20,392.55,166.7748407,19,1,0,506.2872928,77.82176338,181,341.3867403,144.8613917,31,0,132,0,4,0,6,8,548,0,1,405,0,1,0,17685.33333,6767.474016,18,11322.72222,4742.186003,18,10384.95852,6494.044002,458,7526.648472,4647.185599,187,260,2,9,15210.88889,7214.692785,18,9826.055556,4821.742775,18,0,0,0,0,1,1
0.6,0.4,957,33.01514804,8,412,92.02445327,7,1,0,871.4261364,153.564745,176,445.4602273,221.7582596,52,0,113,0,8,0,3,0,980,14.98888477,3,429.3333333,63.29999122,3,0,564.0952381,20.43783784,21,642.5238095,164.2291138,20,1,0,523.9937107,94.63660662,1431,637.8525507,358.0521279,290,0,921,0,0,187,0,3,30,579.3,11.95867886,10,659.3,178.3429561,10,0,0,0,0,0,0,0,0,0,0,356.56609,95.25995371,1445,6948.813149,3591.214129,268,0,584,0,245,0,29,319,0,0,0,0,0,0,0,0,541.2,8.4,5,379,149.1764056,5,0,0,478.5714286,100.1467213,91,373.1098901,257.9510325,19,0,47,0,4,0,18,3,0,0,0,0,0,0,0,515,0,1,153,0,1,0,0,449.1020408,118.6328146,98,310.4591837,142.6611633,28,0,48,0,6,0,15,1,474,0,1,378,0,1,0,14567.60417,6260.453321,48,9275.708333,3944.263382,48,10909.67816,6301.465567,348,7920.422414,4671.851839,144,194,2,8,0,0,0,0,0,0,0,0,0,0,1,1
0.5,0.5,955.4,17.57953355,45,444.6222222,73.4890132,45,0,0,900.8333333,142.1594822,156,413.4358974,185.9982485,39,1,107,0,4,0,5,0,972.875,23.00781117,8,509,102.9854359,8,0,570.6336634,9.091093206,101,574.1980198,133.8520699,101,0,0,530.611381,94.54731759,1441,637.4927134,339.6766191,267,0,849,0,0,131,0,9,185,575.7301587,16.83081674,63,588.6190476,132.0896075,63,0,0,406,89.02246907,4,5212.75,2140.481999,4,0,0,353.7964072,92.60200971,1670,6611.182036,3596.991375,332,0,624,0,294,0,47,373,448,48,2,6911,304,2,0,0,538.8333333,10.71473544,6,400,203.4903765,6,0,0,509.8934426,73.46380924,122,355.3360656,184.0872303,22,0,81,0,4,0,5,10,542.6666667,5.734883511,3,355.6666667,97.24310887,3,0,526.4444444,18.40960565,9,303.1111111,59.47071071,9,0,0,521.3636364,61.38073836,88,358.0227273,126.0651867,16,0,59,0,2,0,3,8,540.7142857,13.48771172,7,316.4285714,42.92138043,7,0,18729.48485,6187.807778,33,11645,3488.422349,33,10684.67327,6951.336631,404,7710.413366,4565.60083,188,202,2,12,0,0,0,0,0,0,0,0,0,0,1,1
0.1,0.9,966.2894737,18.37891798,38,447.7105263,101.9271948,38,0,0,886.0518868,154.7659589,212,422.4716981,245.3306859,58,0,131,0,9,0,10,4,974.5,20.53655278,8,451.25,88.03372933,8,0,576.5251799,5.390280268,139,588.5251799,129.7194721,139,0,0,541.6287129,87.39188317,1818,604.6380638,295.7375798,299,0,1200,0,0,143,0,9,167,588.7368421,6.071290842,57,600.2982456,149.5581756,57,0,0,369,104.1537325,8,7136.125,1385.469635,8,0,0,354.7092772,96.69078011,1854,6758.805825,3525.804495,349,0,746,0,295,0,42,422,418.6666667,63.39996495,6,6281.5,1130.640932,6,0,0,531.1111111,16.36014428,9,311.6666667,65.62350527,9,0,0,509.1652174,74.98683136,115,348.6782609,156.9858231,27,0,79,0,2,0,3,4,542.8571429,16.78799377,7,279.2857143,99.21796249,7,0,531.1111111,17.66631726,9,341.7777778,67.47802569,9,0,0,505.95,66.04788036,80,337.8625,118.6315455,24,0,54,0,1,0,0,1,549.5,2.958039892,4,417.75,81.33072913,4,0,17189.63043,5719.618634,46,10814.58696,3563.377481,46,10905.68433,6798.230429,434,7633.382488,4619.051168,155,266,1,12,18231.4,6512.847476,5,10944.6,3668.62806,5,0,0,0,0,1,1
0,1,887,11,2,445,72,2,0,0,847.1453488,123.7714831,172,377.5872093,98.4165829,83,0,78,0,4,0,6,1,923.9166667,35.21471836,12,419,100.781116,12,0,564.0769231,14.7594118,26,505.5384615,208.9591846,25,1,0,527.427838,85.05713365,1753,631.7084997,354.4457667,360,0,992,0,0,192,0,4,205,573.7619048,15.80394695,168,570.077381,160.2490991,167,0,1,418,27,2,6493.5,159.5,2,0,0,363.4394111,95.80415747,1766,6773.484711,3387.563479,289,0,741,0,295,0,31,410,433.1428571,75.52942392,7,6374.857143,1074.13958,7,0,0,0,0,0,0,0,0,0,0,446.8088235,108.6733174,68,306.7794118,128.331584,20,0,29,0,8,1,10,0,528.5,7.921489759,4,400.25,138.1328618,4,0,539,0,1,470,0,1,0,0,455.2142857,101.3977871,70,324.9571429,180.5294939,14,0,35,0,8,0,11,2,515.5,2.5,2,256,97,2,0,6538.5,1575.5,2,4576.5,1244.5,2,9878.1,6344.043728,370,7067.891892,4425.331872,161,190,1,18,17162.875,6693.627416,32,10547.96875,3989.980283,32,0,0,0,0,1,1
0.5,0.5,916.6315789,28.84661893,19,455.6842105,83.82503874,19,0,0,871.1516588,164.4885675,211,398.6255924,206.3391749,71,0,129,0,5,0,5,1,932,14,2,515,105,2,0,580.172043,8.034366581,93,584.3655914,134.4162837,93,0,0,530.4977146,94.11509827,1969,646.135094,382.989684,361,0,1331,0,0,195,0,4,78,583.9411765,11.70706468,34,579.5882353,152.1388912,34,0,0,416,48.56953778,6,5566.666667,2465.518584,6,0,0,361.3278784,89.31167741,1711,6879.947984,3310.916699,328,0,588,0,292,0,36,467,372,35.13782387,3,6541.666667,1429.289412,3,0,0,523.6,14.88086019,10,320.1,103.3996615,10,0,0,497.7480916,76.74219194,131,362.9236641,153.1080354,35,1,81,0,5,0,1,8,530,12.59629575,6,373.5,51.88368401,6,0,515.9333333,14.36879335,15,342.2,99.02201775,15,0,0,510.4074074,60.26623602,162,340.154321,126.2665499,41,0,106,0,3,0,7,5,546,0,1,264,0,1,0,15661,5634.352952,32,10140.4375,3789.126193,32,9990.548303,6408.235032,383,7233.274151,4504.837448,171,210,2,0,20179,0,1,12862,0,1,0,0,0,0,1,1
0,1,914,14.89295135,10,404.7,42.95125144,10,0,0,835.9021739,128.6785732,184,376.8695652,108.501825,82,0,78,0,13,0,11,0,914.8,44.44232217,25,413.72,88.70919682,25,0,548.6666667,19.59308268,12,566.5,162.8831381,12,0,0,523.3080705,85.83073176,2441,696.9278984,438.75846,532,0,1389,0,0,303,0,2,215,566.8473684,14.36746575,190,583.4315789,175.9157485,190,0,0,0,0,0,0,0,0,0,0,360.3857988,95.0512489,1690,6882.039053,3557.031649,286,0,756,0,380,0,40,228,388.8333333,54.32285175,12,6531.416667,1160.159936,12,0,0,483,4,2,272,9,2,0,0,486.2175732,70.01406572,239,313.7447699,105.9286377,46,0,134,0,24,0,23,12,489.5,0.5,2,266.5,64.5,2,0,0,0,0,0,0,0,0,0,494.8615385,59.20461094,195,325.7538462,110.0821182,47,0,97,0,30,0,18,3,510.0434783,17.33926998,23,353.6086957,93.11084518,23,0,0,0,0,0,0,0,11151.96535,6337.376286,404,7865.809406,4395.358082,169,222,0,13,16322.26866,6261.793317,67,10322.9403,3871.026289,67,0,0,0,0,1,1
0.7,0.3,946.0384615,25.51391893,26,445.9230769,74.45903524,26,0,0,847.2341772,157.8378501,158,426.7974684,169.5902642,75,0,70,0,4,0,7,2,999,1,4,420.25,61.25918299,4,0,571.1609195,15.26424231,174,558.7701149,167.4061893,171,3,0,526.5036781,94.5518426,2311,596.7745565,255.0940091,551,0,1316,0,0,183,0,7,254,584.4791667,13.62441067,48,588.2083333,118.9520138,48,0,0,408.5,35.10341864,4,5382.25,2640.316683,4,0,0,360.7196206,94.0339216,1687,6828.789567,3362.298987,316,0,608,0,295,0,27,441,385.3333333,60.1294899,6,7087.166667,836.5575128,6,0,0,537.125,6.808771916,8,338.125,68.12018332,8,0,0,508.0921053,68.88991555,76,343.3552632,135.8032346,22,0,48,0,2,0,2,2,550,0,1,510,0,1,0,530.5,13.46291202,4,376,89.36442245,4,0,0,522.5686275,51.05984758,51,367.6666667,143.8630431,7,0,36,0,1,0,2,5,0,0,0,0,0,0,0,14976.93478,7125.10293,46,9343.043478,4497.801405,46,10960.88706,7018.409546,425,7542.091765,4495.376702,155,249,1,20,0,0,0,0,0,0,0,0,0,0,1,1
